filename,label,keypoints
IMG_0381.jpg,slide,"[[495.8273620605469, 386.292724609375, 0.6476384997367859], [500.0355224609375, 383.11676025390625, 0.37969574332237244], [496.9822082519531, 380.4389953613281, 0.5611123442649841], [507.4234619140625, 373.6873474121094, 0.2669000029563904], [492.93896484375, 367.6509704589844, 0.47268548607826233], [501.0157165527344, 363.7066650390625, 0.885326087474823], [463.1351623535156, 364.22393798828125, 0.9595272541046143], [495.4774169921875, 381.3715515136719, 0.8234676122665405], [434.8089904785156, 408.9466552734375, 0.9541475772857666], [502.9122009277344, 381.986572265625, 0.7871979475021362], [477.9163513183594, 412.66412353515625, 0.9103673696517944], [433.20587158203125, 359.4870300292969, 0.96852707862854], [404.27398681640625, 354.99755859375, 0.9805811047554016], [414.91741943359375, 408.0018310546875, 0.893150806427002], [351.18072509765625, 410.918212890625, 0.9342311024665833], [344.41619873046875, 393.34967041015625, 0.7706134915351868], [276.82037353515625, 403.5963134765625, 0.8174710273742676]]"
IMG_0384.jpg,running_slide,"[[483.6419372558594, 277.04608154296875, 0.7079275250434875], [480.93487548828125, 269.9666748046875, 0.2110888957977295], [480.24383544921875, 270.4602966308594, 0.751770555973053], [458.22222900390625, 269.6182861328125, 0.13316485285758972], [462.4683532714844, 272.65606689453125, 0.8752897381782532], [432.4066162109375, 302.75811767578125, 0.9033458232879639], [448.9118347167969, 304.6067199707031, 0.9909666180610657], [421.07275390625, 358.42962646484375, 0.6618899703025818], [433.86376953125, 366.84027099609375, 0.9820365905761719], [448.1631774902344, 408.70758056640625, 0.5967914462089539], [447.1998596191406, 420.04638671875, 0.9426000714302063], [373.4256896972656, 380.4325256347656, 0.9683433771133423], [385.5506286621094, 375.0888671875, 0.9897207021713257], [320.3664245605469, 422.6247863769531, 0.9093310832977295], [343.2131652832031, 421.15020751953125, 0.9684507846832275], [243.6390838623047, 430.66595458984375, 0.8245232701301575], [270.6173095703125, 427.90447998046875, 0.9000046253204346]]"
IMG_0385.jpg,running_slide,"[[216.50265502929688, 286.9994812011719, 0.6460750699043274], [220.92694091796875, 282.68121337890625, 0.7195079922676086], [219.21343994140625, 280.6227722167969, 0.20355191826820374], [237.76939392089844, 287.9183044433594, 0.9027398824691772], [241.52413940429688, 280.513671875, 0.20086565613746643], [240.27529907226562, 323.4783935546875, 0.994086503982544], [271.3472900390625, 307.6481628417969, 0.9209308624267578], [247.80531311035156, 380.3673400878906, 0.9834345579147339], [298.9529724121094, 345.3171691894531, 0.6154784560203552], [237.96473693847656, 427.489501953125, 0.9163945317268372], [275.8369140625, 387.0882263183594, 0.4693838953971863], [299.23046875, 385.8857421875, 0.9907939434051514], [320.1878967285156, 385.84527587890625, 0.9671682119369507], [345.010986328125, 432.94891357421875, 0.9672640562057495], [367.541259765625, 432.121826171875, 0.899486780166626], [409.97222900390625, 426.5992736816406, 0.9011341333389282], [442.22344970703125, 424.8636474609375, 0.8142504692077637]]"
IMG_0388.jpg,slide,"[[246.14439392089844, 149.89352416992188, 0.952375590801239], [254.46339416503906, 144.97372436523438, 0.9258105754852295], [242.31869506835938, 144.29080200195312, 0.8449742197990417], [265.6078186035156, 153.81813049316406, 0.8166613578796387], [238.85458374023438, 150.96905517578125, 0.5120240449905396], [266.5336608886719, 192.67013549804688, 0.9916685819625854], [233.69679260253906, 188.48992919921875, 0.9681118726730347], [258.8783874511719, 234.46615600585938, 0.9767135381698608], [226.94403076171875, 220.28347778320312, 0.8714909553527832], [233.29380798339844, 208.22186279296875, 0.9474925398826599], [229.626220703125, 201.36495971679688, 0.8341464400291443], [272.2379150390625, 282.20526123046875, 0.9924125671386719], [242.3566131591797, 284.5818176269531, 0.985514760017395], [304.73297119140625, 350.154541015625, 0.9844934940338135], [241.4520263671875, 362.89166259765625, 0.9725095629692078], [344.08428955078125, 408.42620849609375, 0.9563910961151123], [245.52963256835938, 430.3700256347656, 0.938104510307312]]"
IMG_0390.jpg,slide,"[[187.47927856445312, 378.48919677734375, 0.6867209076881409], [184.72689819335938, 372.2455749511719, 0.7226027250289917], [184.02420043945312, 373.82232666015625, 0.3456818759441376], [190.776611328125, 359.4151306152344, 0.740742564201355], [183.5679168701172, 363.1807861328125, 0.20008593797683716], [224.45831298828125, 360.0578308105469, 0.9812852144241333], [203.3076171875, 353.28533935546875, 0.8489907383918762], [250.2261962890625, 409.2534484863281, 0.9719974994659424], [228.84747314453125, 379.15960693359375, 0.6496415138244629], [227.98550415039062, 411.4063415527344, 0.9306696653366089], [223.927001953125, 375.2916564941406, 0.6378813982009888], [300.310791015625, 350.3956298828125, 0.986684262752533], [276.19305419921875, 350.5726623535156, 0.9638500213623047], [341.65643310546875, 418.07177734375, 0.9755438566207886], [253.1848907470703, 414.60247802734375, 0.9356061220169067], [426.3115539550781, 425.22216796875, 0.9376856684684753], [272.37054443359375, 416.7083740234375, 0.8887453079223633]]"
IMG_0391.jpg,squat,"[[328.9691467285156, 395.9248962402344, 0.8846415281295776], [335.16680908203125, 388.2398986816406, 0.8329788446426392], [321.972412109375, 388.91912841796875, 0.8290531635284424], [352.56817626953125, 370.16717529296875, 0.5610867142677307], [309.30810546875, 371.29608154296875, 0.5186497569084167], [366.9310607910156, 357.80902099609375, 0.9084123969078064], [292.4598693847656, 345.95513916015625, 0.9072424173355103], [391.529052734375, 370.2261962890625, 0.8336235284805298], [251.89505004882812, 340.4986572265625, 0.8281859159469604], [408.13555908203125, 406.14520263671875, 0.7863471508026123], [259.0116882324219, 392.49346923828125, 0.7828096747398376], [360.0101013183594, 337.5626525878906, 0.8713754415512085], [306.7008361816406, 334.8912658691406, 0.8691766262054443], [393.35955810546875, 410.0389709472656, 0.6413820385932922], [287.2341003417969, 408.525146484375, 0.6329854726791382], [427.628173828125, 426.9767761230469, 0.37324488162994385], [280.70843505859375, 425.7652893066406, 0.36478501558303833]]"
IMG_0394.jpg,slide,"[[477.2651062011719, 379.38201904296875, 0.7366865277290344], [478.9512634277344, 373.8778076171875, 0.373870313167572], [478.6730041503906, 374.1616516113281, 0.7675400376319885], [477.9302978515625, 360.873291015625, 0.2065044641494751], [473.1016845703125, 361.7055358886719, 0.7534483075141907], [462.2497253417969, 350.49835205078125, 0.8607262969017029], [436.7382507324219, 355.9656982421875, 0.9806333780288696], [441.59210205078125, 376.3422546386719, 0.7182313203811646], [403.7427673339844, 401.66668701171875, 0.9766974449157715], [451.9739685058594, 386.35577392578125, 0.6862711310386658], [440.03253173828125, 409.2892761230469, 0.9412397146224976], [384.5923767089844, 345.8800964355469, 0.9535959362983704], [360.6114807128906, 344.3482666015625, 0.981269359588623], [404.85955810546875, 402.6832275390625, 0.853371262550354], [328.6025390625, 401.5162353515625, 0.9398283958435059], [364.67498779296875, 415.2673645019531, 0.671801745891571], [253.32896423339844, 414.7720947265625, 0.7902203798294067]]"
IMG_0396.jpg,ready,"[[461.49237060546875, 156.36563110351562, 0.9529538750648499], [464.68011474609375, 148.16067504882812, 0.7980351448059082], [452.52734375, 150.79800415039062, 0.954581081867218], [466.25, 150.797119140625, 0.4071483016014099], [440.1829833984375, 157.35546875, 0.9065972566604614], [465.3492431640625, 189.479248046875, 0.9468597173690796], [434.5653076171875, 191.295166015625, 0.9943197965621948], [455.9620361328125, 225.10678100585938, 0.7233300805091858], [443.6650695800781, 224.92172241210938, 0.9824399352073669], [465.41864013671875, 209.0833740234375, 0.6505103707313538], [469.18212890625, 203.73330688476562, 0.9468046426773071], [437.9244384765625, 282.4518737792969, 0.9833112359046936], [410.0689697265625, 280.39990234375, 0.9942649602890015], [437.61358642578125, 353.96954345703125, 0.9720104932785034], [376.98455810546875, 346.5108337402344, 0.9906256198883057], [429.2960205078125, 419.272705078125, 0.9468589425086975], [337.24566650390625, 409.297607421875, 0.97348952293396]]"
IMG_0397.jpg,slide,"[[475.08819580078125, 387.3841247558594, 0.4444344937801361], [476.07122802734375, 381.1310119628906, 0.17229312658309937], [475.5873718261719, 382.5379333496094, 0.41108471155166626], [475.4300842285156, 365.2265625, 0.15192875266075134], [471.3069763183594, 370.1658935546875, 0.45329979062080383], [460.1972961425781, 346.7792663574219, 0.7977555990219116], [441.06048583984375, 356.3731994628906, 0.941952109336853], [430.6383056640625, 367.4645080566406, 0.7594494223594666], [412.15460205078125, 399.429931640625, 0.9536237716674805], [439.6272277832031, 386.6595764160156, 0.7011480331420898], [434.0902099609375, 411.7320861816406, 0.896358847618103], [393.64990234375, 343.36676025390625, 0.9701606035232544], [367.8469543457031, 344.0961608886719, 0.984186589717865], [431.9250793457031, 400.1745300292969, 0.9202144145965576], [327.7113342285156, 404.76153564453125, 0.9576191902160645], [410.497802734375, 409.21197509765625, 0.8445800542831421], [249.13186645507812, 418.4393310546875, 0.8875627517700195]]"
IMG_0399.jpg,squat,"[[335.9839782714844, 398.6410217285156, 0.6807188987731934], [341.5903015136719, 392.25726318359375, 0.6076380014419556], [330.2231140136719, 392.97088623046875, 0.6556403636932373], [353.1224365234375, 376.06927490234375, 0.23316383361816406], [321.987548828125, 377.2992858886719, 0.33987754583358765], [366.2727355957031, 354.1448974609375, 0.8889983892440796], [302.5413818359375, 363.28448486328125, 0.9493547677993774], [399.05377197265625, 365.9423828125, 0.9253714084625244], [271.2742614746094, 394.38055419921875, 0.9700260162353516], [406.81890869140625, 394.7215881347656, 0.9168709516525269], [241.35781860351562, 450.33868408203125, 0.9550963044166565], [371.858642578125, 352.7999267578125, 0.9487109780311584], [323.374267578125, 358.2583312988281, 0.9666446447372437], [394.7643127441406, 392.96142578125, 0.7686378955841064], [292.5882263183594, 397.97845458984375, 0.81430584192276], [431.885009765625, 410.80963134765625, 0.4638632535934448], [294.67431640625, 417.6478271484375, 0.5138923525810242]]"
IMG_0402.jpg,slide,"[[210.11192321777344, 385.802490234375, 0.7434665560722351], [207.78274536132812, 381.38824462890625, 0.7372499704360962], [205.81809997558594, 382.56500244140625, 0.36135244369506836], [213.99969482421875, 369.9405517578125, 0.7464982271194458], [200.99618530273438, 373.00213623046875, 0.2036047875881195], [242.94793701171875, 370.5863952636719, 0.9906961917877197], [213.89761352539062, 359.7767028808594, 0.904922604560852], [262.286865234375, 417.42730712890625, 0.9874222278594971], [230.11767578125, 371.5511779785156, 0.7601611614227295], [227.02102661132812, 419.4278564453125, 0.9660081267356873], [232.80111694335938, 374.23333740234375, 0.7462450861930847], [314.72705078125, 364.496337890625, 0.9906691312789917], [292.1254577636719, 365.4767150878906, 0.9712542295455933], [349.20953369140625, 419.0108947753906, 0.9704427719116211], [313.7642822265625, 417.245361328125, 0.9134433269500732], [416.72955322265625, 417.262939453125, 0.9066598415374756], [359.88665771484375, 408.9221496582031, 0.8273051977157593]]"
IMG_0403.jpg,ready,"[[225.44378662109375, 152.10690307617188, 0.9321285486221313], [233.92214965820312, 146.28176879882812, 0.9016088247299194], [221.29124450683594, 145.80941772460938, 0.8094928860664368], [245.39459228515625, 151.7678680419922, 0.7890878319740295], [217.67518615722656, 149.8392333984375, 0.47894349694252014], [246.22149658203125, 188.6478271484375, 0.9870104789733887], [215.37954711914062, 187.8316650390625, 0.9503556489944458], [236.43463134765625, 232.3636474609375, 0.9604623317718506], [212.01260375976562, 232.19873046875, 0.8066715002059937], [224.8217010498047, 216.01654052734375, 0.9126633405685425], [218.3992919921875, 231.99954223632812, 0.7592047452926636], [259.04962158203125, 282.1341552734375, 0.9884203672409058], [231.02906799316406, 285.937255859375, 0.9785256385803223], [296.42108154296875, 351.39324951171875, 0.98103928565979], [237.6810760498047, 362.5492248535156, 0.9677426815032959], [334.6827697753906, 409.6022033691406, 0.9571794271469116], [244.890869140625, 428.99920654296875, 0.9410005211830139]]"
IMG_0405.jpg,lunge,"[[373.5243835449219, 293.00787353515625, 0.9693549275398254], [378.837646484375, 285.6005859375, 0.9433493614196777], [367.216796875, 287.74761962890625, 0.917602002620697], [388.86328125, 284.50762939453125, 0.7969061732292175], [358.130859375, 289.7834167480469, 0.6578987240791321], [397.7950134277344, 303.5038757324219, 0.9933910369873047], [348.1057434082031, 320.1178283691406, 0.9816581010818481], [431.78314208984375, 318.9466552734375, 0.9794261455535889], [345.5407409667969, 361.60382080078125, 0.9258375763893127], [465.18524169921875, 329.3984069824219, 0.9536868333816528], [360.7101135253906, 383.7015686035156, 0.8800491094589233], [381.7908020019531, 365.9884033203125, 0.9945001602172852], [340.1910400390625, 373.7847900390625, 0.9900575876235962], [427.2217712402344, 390.8899841308594, 0.9826812744140625], [313.40582275390625, 403.2816162109375, 0.9720959663391113], [446.311279296875, 441.1651611328125, 0.9461344480514526], [274.2653503417969, 452.2362060546875, 0.9272146224975586]]"
IMG_0406.jpg,lunge,"[[373.700439453125, 293.432373046875, 0.9702600240707397], [378.9575500488281, 286.0796813964844, 0.9441180229187012], [367.34942626953125, 288.1729736328125, 0.9207010865211487], [388.7251892089844, 285.3011474609375, 0.794347882270813], [357.9930419921875, 290.4405212402344, 0.6665074229240417], [397.5296630859375, 304.7877197265625, 0.993374228477478], [347.6727294921875, 321.04156494140625, 0.9821057319641113], [431.7972717285156, 319.6290283203125, 0.979159951210022], [343.33612060546875, 361.9903564453125, 0.9272621273994446], [465.0967712402344, 329.3883056640625, 0.9534327983856201], [356.4394836425781, 386.68377685546875, 0.8820816278457642], [381.81292724609375, 366.8386535644531, 0.9943740367889404], [340.273681640625, 374.5780334472656, 0.9899742007255554], [427.2969970703125, 390.3997802734375, 0.9823201894760132], [313.7121887207031, 402.8793029785156, 0.9718751907348633], [446.63702392578125, 440.66278076171875, 0.9453590512275696], [274.6886291503906, 452.0738525390625, 0.9267642498016357]]"
IMG_0409.jpg,lunge,"[[266.0682678222656, 306.4708251953125, 0.9057906866073608], [273.2014465332031, 299.94903564453125, 0.9268931746482849], [262.1940002441406, 299.87567138671875, 0.6091833114624023], [291.98388671875, 299.83465576171875, 0.8994660377502441], [262.5789489746094, 298.89739990234375, 0.21633470058441162], [312.76226806640625, 330.6601257324219, 0.9927549958229065], [268.6273498535156, 323.40155029296875, 0.907923698425293], [307.8604736328125, 396.588623046875, 0.9843453168869019], [272.6322326660156, 365.2061462402344, 0.6369942426681519], [295.47662353515625, 453.21380615234375, 0.9518781304359436], [273.69677734375, 405.86322021484375, 0.5922568440437317], [350.2207946777344, 390.7466735839844, 0.9881793856620789], [312.3733215332031, 389.1757507324219, 0.9577550888061523], [367.28387451171875, 435.39520263671875, 0.9665956497192383], [272.4552917480469, 426.8959045410156, 0.8872230052947998], [436.5303039550781, 455.90087890625, 0.9181665182113647], [299.5238037109375, 437.8082275390625, 0.8345952033996582]]"
IMG_0411.jpg,lunge,"[[271.2464599609375, 309.72412109375, 0.9541590213775635], [279.5220947265625, 303.2242736816406, 0.9554153680801392], [266.1808776855469, 302.3488464355469, 0.8073792457580566], [296.08148193359375, 305.67633056640625, 0.9084343910217285], [260.8594970703125, 303.0885009765625, 0.3875589370727539], [311.33502197265625, 340.31024169921875, 0.9952720403671265], [260.33233642578125, 328.2269592285156, 0.9605154395103455], [302.696533203125, 398.17822265625, 0.9873759746551514], [253.84645080566406, 352.0765380859375, 0.8154310584068298], [291.672119140625, 450.40887451171875, 0.9604679346084595], [261.8313293457031, 355.1963806152344, 0.7666898369789124], [341.6147155761719, 390.8019714355469, 0.992573618888855], [296.9727478027344, 387.6150817871094, 0.9789806604385376], [373.3227233886719, 430.84356689453125, 0.9751582145690918], [254.7763214111328, 423.9697570800781, 0.932941734790802], [440.85089111328125, 447.5927734375, 0.9256726503372192], [267.616943359375, 433.86480712890625, 0.8668808937072754]]"
IMG_0414.jpg,lunge,"[[459.374267578125, 303.921630859375, 0.9590139985084534], [463.02606201171875, 298.0185546875, 0.786564826965332], [455.14935302734375, 298.33514404296875, 0.9588539600372314], [461.21075439453125, 297.03387451171875, 0.3663672208786011], [438.6878967285156, 297.06243896484375, 0.9128063321113586], [444.0994873046875, 315.1884460449219, 0.9720106720924377], [419.8019714355469, 320.8182678222656, 0.9956204891204834], [453.5358581542969, 353.9864501953125, 0.881847620010376], [437.24755859375, 372.62420654296875, 0.9899998307228088], [468.9530944824219, 349.8103942871094, 0.8277612328529358], [459.64422607421875, 365.5458068847656, 0.9695991277694702], [394.74072265625, 355.7057189941406, 0.9899455308914185], [365.8099670410156, 357.7049560546875, 0.995712399482727], [437.2125549316406, 411.11737060546875, 0.9583796262741089], [333.51190185546875, 424.2899475097656, 0.983253538608551], [433.97967529296875, 410.8011169433594, 0.8927101492881775], [271.6494140625, 436.12939453125, 0.9353703260421753]]"
IMG_0415.jpg,slide,"[[519.7174682617188, 369.379150390625, 0.6671581268310547], [521.0067138671875, 363.3943176269531, 0.23509302735328674], [520.765625, 365.2156982421875, 0.6915891170501709], [506.2091979980469, 345.9018859863281, 0.25240570306777954], [512.4569702148438, 354.223388671875, 0.830535888671875], [468.7018127441406, 324.04827880859375, 0.9324423670768738], [484.3388366699219, 360.8580017089844, 0.9915238618850708], [409.6170349121094, 302.67559814453125, 0.8091394901275635], [446.34197998046875, 412.34228515625, 0.9852888584136963], [396.8505554199219, 317.4561462402344, 0.7481904029846191], [481.13592529296875, 432.11474609375, 0.952965497970581], [386.222900390625, 348.5147705078125, 0.979003369808197], [397.2392272949219, 356.60858154296875, 0.9918241500854492], [360.39727783203125, 407.21484375, 0.9228276014328003], [389.9937438964844, 417.14581298828125, 0.9689935445785522], [268.393310546875, 397.0467529296875, 0.812502384185791], [330.065185546875, 405.03936767578125, 0.8827400803565979]]"
